CustomerID,CustomerName,Segment
SG-200804,Sandra Glassco,Consumer
MZ-175154,Mary Zewe,Corporate
EK-137954,Eileen Kiefer,Home Office
HA-149054,Helen Abelman,Consumer
DW-134804,Dianna Wilson,Home Office
VM-218354,Vivian Mathis,Consumer
SV-207854,Stewart Visinsky,Consumer
CK-122054,Chloris Kastensmidt,Consumer
RC-198254,Roy Collins,Consumer
RF-197354,Roland Fjeld,Consumer
LB-167954,Laurel Beltran,Home Office
JH-159854,Joseph Holt,Consumer
LP-170954,Liz Preis,Consumer
EB-141104,Eugene Barchas,Consumer
DL-128654,Dan Lawera,Consumer
DB-129104,Daniel Byrd,Home Office
LC-168854,Lena Creighton,Consumer
RF-198404,Roy Französisch,Consumer
JC-153404,Jasper Cacioppo,Consumer
SC-203054,Sean Christensen,Consumer
EM-141404,Eugene Moren,Home Office
FO-143054,Frank Olsen,Consumer
JF-151904,Jamie Frazer,Consumer
FC-143354,Fred Chung,Corporate
BM-111404,Becky Martin,Consumer
CV-122954,Christina VanderZanden,Consumer
DH-130754,Dave Hallsten,Corporate
LW-172154,Luke Weiss,Consumer
TS-216554,Trudy Schmidt,Consumer
NH-186104,Nicole Hansen,Corporate
JL-155054,Jeremy Lonsdale,Consumer
DR-128804,Dan Reichenbach,Corporate
AW-108404,Anthony Witt,Consumer
EJ-141554,Eva Jacobs,Consumer
JK-157304,Joe Kamberova,Consumer
NS-185054,Neola Schneider,Consumer
MC-172754,Marc Crier,Consumer
JE-161654,Justin Ellison,Corporate
MC-175904,Matt Collister,Corporate
TB-211904,Thomas Brumley,Home Office
BB-115454,Brenda Bowman,Corporate
BN-114704,Brad Norvell,Corporate
LF-171854,Luke Foster,Consumer
KM-162254,Kalyca Meade,Corporate
CA-123104,Christine Abelman,Corporate
SA-208304,Sue Ann Reed,Consumer
GM-145004,Gene McClure,Consumer
EM-138254,Elizabeth Moffitt,Corporate
KM-163754,Katherine Murray,Home Office
PS-190454,Penelope Sewall,Home Office
SJ-201254,Sanjit Jacobs,Home Office
DL-133154,Delfina Latchford,Consumer
DB-130604,Dave Brooks,Consumer
BD-115604,Brendan Dodson,Home Office
CD-119204,Carlos Daly,Consumer
KB-164054,Katrina Bavinger,Home Office
KH-166304,Ken Heidel,Corporate
EB-137504,Edward Becker,Corporate
AG-103304,Alex Grayson,Consumer
BG-116954,Brooke Gillingham,Corporate
GT-146354,Grant Thornton,Corporate
KN-167054,Kristina Nunn,Home Office
TC-209804,Tamara Chand,Corporate
BV-112454,Benjamin Venier,Corporate
NP-186854,Nora Pelletier,Home Office
ND-184604,Neil Ducich,Corporate
BE-113354,Bill Eplett,Home Office
AB-101504,Aimee Bixby,Consumer
BM-117854,Bryan Mills,Consumer
DL-129254,Daniel Lacy,Consumer
KB-163154,Karl Braun,Consumer
CB-124154,Christy Brittain,Consumer
TB-210554,Ted Butterfield,Consumer
MG-176954,Maureen Gnade,Consumer
ND-183704,Natalie DeCherney,Consumer
EG-139004,Emily Grady,Consumer
CM-122354,Chris McAfee,Consumer
JW-159554,Joni Wasserman,Consumer
HL-150404,Hunter Lopez,Consumer
BT-114404,Bobby Trafton,Consumer
TB-212804,Toby Braunhardt,Consumer
AG-103904,Allen Goldenen,Consumer
DM-130154,Darrin Martin,Consumer
MW-182204,Mitch Webber,Consumer
LD-170054,Lisa DeCherney,Consumer
KH-163304,Katharine Harms,Corporate
PB-191504,Philip Brown,Consumer
LC-169604,Lindsay Castell,Home Office
JH-158204,John Huston,Consumer
JL-158504,John Lucas,Consumer
NW-184004,Natalie Webber,Consumer
EN-137804,Edward Nazzal,Consumer
TH-215504,Tracy Hopkins,Home Office
BS-115904,Brendan Sweed,Corporate
AG-105254,Andy Gerbode,Corporate
PF-191204,Peter Fuller,Consumer
JJ-154454,Jennifer Jackson,Consumer
PO-191804,Philisse Overcash,Home Office
MC-174254,Mark Cousins,Corporate
RR-195254,Rick Reed,Corporate
TB-211754,Thomas Boland,Corporate
CS-124904,Cindy Schnelling,Corporate
SM-200054,Sally Matthias,Consumer
SU-206654,Stephanie Ulpright,Home Office
SW-207554,Steven Ward,Corporate
HW-149354,Helen Wasserman,Corporate
JP-154604,Jennifer Patt,Corporate
MG-178754,Michael Grace,Home Office
CM-126554,Corinna Mitchell,Home Office
DB-134054,Denny Blanton,Consumer
HR-148304,Harold Ryan,Corporate
TD-209954,Tamara Dahlen,Consumer
SK-199904,Sally Knutson,Consumer
CS-118604,Cari Schnelling,Consumer
AC-106154,Ann Chong,Corporate
SV-203654,Seth Vernon,Consumer
KW-164354,Katrina Willman,Consumer
CR-127304,Craig Reiter,Consumer
TA-213854,Tom Ashbrook,Home Office
LO-171704,Lori Olson,Corporate
DG-133004,Deirdre Greer,Corporate
CS-124604,Chuck Sachs,Consumer
BF-110804,Bart Folk,Consumer
DJ-136304,Doug Jacobs,Consumer
JF-154154,Jennifer Ferguson,Consumer
SG-208904,Susan Gilcrest,Corporate
BF-109754,Barbara Fisher,Corporate
EM-140654,Erin Mull,Consumer
PP-189554,Paul Prost,Home Office
DC-128504,Dan Campbell,Consumer
SL-201554,Sara Luxemburg,Home Office
NF-185954,Nicole Fjeld,Home Office
JM-155354,Jessica Myrick,Consumer
RB-197054,Roger Barcio,Home Office
BO-114254,Bobby Odegard,Consumer
MP-174704,Mark Packer,Home Office
BM-116504,Brian Moss,Corporate
JE-154754,Jeremy Ellison,Consumer
DW-135404,Don Weiss,Consumer
SF-202004,Sarah Foster,Consumer
LM-170654,Liz MacKendrick,Consumer
DL-133304,Denise Leinenbach,Consumer
TB-213554,Todd Boyes,Corporate
MH-174404,Mark Haberlin,Corporate
LC-169304,Linda Cazamias,Corporate
SR-204254,Sharelle Roach,Home Office
RP-193904,Resi Pölking,Consumer
DM-135254,Don Miller,Corporate
CC-126854,Craig Carroll,Consumer
Dp-132404,Dean percer,Home Office
AB-101054,Adrian Barton,Consumer
SP-205454,Sibella Parks,Corporate
FM-143804,Fred McMath,Consumer
PN-187754,Parhena Norris,Home Office
BD-117704,Bryan Davis,Consumer
MB-173054,Maria Bertelson,Consumer
EB-138404,Ellis Ballard,Corporate
JG-151604,James Galang,Consumer
AH-104654,Amy Hunt,Consumer
MR-175454,Mathew Reese,Home Office
CR-128204,Cyra Reiten,Home Office
VP-217304,Victor Preis,Home Office
CP-123404,Christine Phan,Corporate
BW-110654,Barry Weirich,Consumer
MH-174554,Mark Hamilton,Consumer
AS-100454,Aaron Smayling,Corporate
RH-194954,Rick Hansen,Consumer
RA-199154,Russell Applegate,Consumer
CM-121154,Chad McGuire,Consumer
MF-182504,Monica Federle,Corporate
VD-216704,Valerie Dominguez,Consumer
AC-104504,Amy Cox,Consumer
JL-152354,Janet Lee,Consumer
BD-116354,Brian Derr,Consumer
SG-206054,Speros Goranitis,Consumer
GB-145754,Giulietta Baptist,Consumer
JM-152504,Janet Martin,Consumer
AB-100604,Adam Bellavance,Home Office
NC-183404,Nat Carroll,Consumer
RM-197504,Roland Murray,Consumer
JC-157754,John Castell,Consumer
AR-104054,Allen Rosenblatt,Corporate
HZ-149504,Henia Zydlo,Consumer
BP-111554,Becky Pak,Consumer
HG-148454,Harry Greene,Consumer
CD-122804,Christina DeMoss,Consumer
CD-119804,Carol Darley,Consumer
AS-101354,Adrian Shami,Home Office
AA-103754,Allen Armold,Consumer
DK-131504,David Kendrick,Corporate
AB-100154,Aaron Bergman,Consumer
BS-113654,Bill Shonely,Corporate
RD-196604,Robert Dilbeck,Home Office
SC-203804,Shahid Collister,Consumer
MH-180254,Michelle Huthwaite,Consumer
ME-177254,Max Engle,Consumer
TW-210254,Tamara Willingham,Home Office
CM-118154,Candace McMahon,Corporate
MS-175304,MaryBeth Skach,Consumer
VM-216854,Valerie Mitchum,Home Office
LP-170804,Liz Pelletier,Consumer
TP-214154,Tom Prescott,Consumer
CS-118454,Cari Sayre,Corporate
BP-111854,Ben Peterman,Corporate
KB-166004,Ken Brennan,Corporate
ML-173954,Marina Lichtenstein,Corporate
CM-127154,Craig Molinari,Corporate
Dl-136004,Dorris liebe,Corporate
GH-144254,Gary Hwang,Consumer
EB-141704,Evan Bailliet,Consumer
JD-160154,Joy Daniels,Consumer
AS-106304,Ann Steele,Home Office
TR-213254,Toby Ritter,Consumer
AH-105854,Angele Hood,Consumer
RB-195704,Rob Beeghly,Consumer
FH-143504,Fred Harton,Consumer
DK-128954,Dana Kaydos,Consumer
CK-123254,Christine Kargatis,Home Office
KC-166754,Kimberly Carter,Corporate
EH-139904,Erica Hackney,Consumer
JK-156254,Jim Karlsson,Consumer
CR-125804,Clay Rozendal,Home Office
JC-153854,Jenna Caffey,Consumer
IM-150554,Ionia McGrath,Consumer
AG-102704,Alejandro Grove,Consumer
NF-184754,Neil Französisch,Home Office
DB-133604,Dennis Bolton,Home Office
ST-205304,Shui Tom,Consumer
IL-151004,Ivan Liston,Consumer
PB-188054,Patrick Bzostek,Home Office
KL-165554,Kelly Lampkin,Corporate
BF-112154,Benjamin Farhat,Home Office
DW-131954,David Wiener,Corporate
SV-208154,Stuart Van,Corporate
JM-156554,Jim Mitchum,Corporate
SV-209354,Susan Vittorini,Consumer
MY-182954,Muhammed Yedwab,Corporate
RF-193454,Randy Ferguson,Corporate
RM-193754,Raymond Messe,Consumer
SS-205154,Shirley Schmidt,Home Office
TH-211154,Thea Hudgings,Corporate
JE-156104,Jim Epp,Corporate
ML-174104,Maris LaWare,Consumer
CB-125354,Claudia Bergmann,Corporate
PW-192404,Pierre Wener,Consumer
LE-168104,Laurel Elliston,Consumer
BE-114554,Brad Eason,Home Office
MP-179654,Michael Paige,Corporate
SF-209654,Sylvia Foulston,Corporate
HP-148154,Harold Pawlan,Home Office
PM-191354,Peter McVee,Home Office
BT-114854,Brad Thomas,Home Office
DK-130904,Dave Kipp,Consumer
CP-120854,Cathy Prescott,Corporate
JR-156704,Jim Radford,Consumer
MF-176654,Maureen Fritzler,Corporate
DR-129404,Daniel Raglin,Home Office
MK-179054,Michael Kennedy,Corporate
HE-148004,Harold Engle,Corporate
TC-214754,Tony Chapman,Home Office
DA-134504,Dianna Arnett,Home Office
MN-179354,Michael Nguyen,Consumer
NG-183554,Nat Gilpin,Corporate
DB-135554,Dorothy Badders,Corporate
MD-178604,Michael Dominguez,Corporate
LW-171254,Liz Willingham,Consumer
MM-172604,Magdelene Morse,Consumer
GM-144554,Gary Mitchum,Home Office
EL-137354,Ed Ludwig,Home Office
JG-153104,Jason Gross,Corporate
CT-119954,Carol Triggs,Consumer
SS-208754,Sung Shariari,Consumer
HD-147854,Harold Dahlen,Home Office
GP-147404,Guy Phonely,Corporate
DO-136454,Doug O'Connell,Consumer
EM-138104,Eleni McCrary,Corporate
AR-103454,Alex Russell,Corporate
CL-118904,Carl Ludwig,Consumer
SF-200654,Sandra Flanagan,Consumer
CR-126254,Corey Roper,Home Office
EH-139454,Eric Hoffmann,Consumer
PO-191954,Phillina Ober,Home Office
ES-140804,Erin Smith,Corporate
SD-204854,Shirley Daniels,Home Office
VG-218054,Vivek Grady,Corporate
CA-127754,Cynthia Arntzen,Consumer
LT-171104,Liz Thompson,Consumer
TC-211454,Theresa Coyne,Corporate
NP-186704,Nora Paige,Consumer
DB-132104,Dean Braden,Consumer
JO-151454,Jack O'Briant,Corporate
RB-196454,Robert Barroso,Corporate
KS-163004,Karen Seio,Corporate
LH-169004,Lena Hernandez,Consumer
JS-158804,John Stevenson,Consumer
JB-160454,Julia Barnett,Home Office
AR-105704,Anemone Ratner,Consumer
TP-211304,Theone Pippenger,Consumer
DC-132854,Debra Catini,Consumer
VB-217454,Victoria Brennan,Corporate
ME-173204,Maria Etezadi,Home Office
MH-181154,Mick Hernandez,Home Office
BF-112754,Beth Fritzler,Corporate
PB-191054,Peter Bühler,Consumer
AG-106754,Anna Gayman,Consumer
JK-160904,Juliana Krohn,Consumer
GW-146054,Giulietta Weimer,Consumer
KH-163604,Katherine Hughes,Consumer
MS-177104,Maurice Satty,Consumer
FW-143954,Fred Wasserman,Corporate
SC-207704,Stewart Carmichael,Corporate
Co-126404,Corey-Lock,Consumer
JS-160304,Joy Smith,Consumer
CA-119654,Carol Adams,Corporate
NF-183854,Natalie Fritzler,Consumer
GD-145904,Giulietta Dortch,Corporate
MW-182354,Mitch Willingham,Corporate
AG-107654,Anthony Garverick,Home Office
JJ-157604,Joel Jenkins,Home Office
RH-196004,Rob Haberlin,Consumer
ML-177554,Max Ludwig,Home Office
JF-155654,Jill Fjeld,Consumer
QJ-192554,Quincy Jones,Corporate
EM-142004,Evan Minnotte,Home Office
BG-110354,Barry Gonzalez,Consumer
NC-186254,Noah Childs,Corporate
PA-190604,Pete Armstrong,Home Office
RK-193004,Ralph Kennedy,Consumer
SC-206954,Steve Chapman,Corporate
AC-106604,Anna Chung,Consumer
CC-121004,Chad Cunningham,Home Office
HR-147704,Hallie Redmond,Home Office
JR-162104,Justin Ritter,Corporate
ER-138554,Elpida Rittenbach,Corporate
BO-113504,Bill Overfelt,Corporate
